,Symbol,Date,Close,High,Low,Open,Volume,engulfing,hammer,inverse_hammer,piercing,morning_star,3adv_white_soldiers,hanging_man,shooting_star,evening_star,evening_doji_star,three_black_crows,dark_cloud_cover,doji,spinning_top,rising_falling_three_methods,Adj Close
6815,HSNGY,1/16/2025,11.96000004,12.02000046,11.93000031,11.93000031,12500,0,0,0,0,0,0,0,-100,0,0,0,0,100,0,0,
6832,HVRRY,1/16/2025,43.43999863,43.88999939,43.25,43.25,4500,0,0,0,0,0,0,0,-100,0,0,0,0,0,0,0,
7716,IFF,1/16/2025,84.44000244,84.51000214,83.83000183,84.22000122,1238800,0,0,0,0,0,0,-100,0,0,0,0,0,0,0,0,
7495,IMO,1/16/2025,68.65000153,68.83000183,67.16999817,68.69000244,815300,0,0,0,0,0,0,-100,0,0,0,0,0,100,-100,0,
7750,IPG,1/16/2025,27.88999939,28.11000061,27.76000023,27.79999924,4294700,0,0,0,0,0,0,0,-100,0,0,0,0,0,0,0,
7869,IRS,1/16/2025,15.18999958,15.84000015,15.10000038,15.76000023,126700,-100,0,0,0,0,0,0,0,-100,-100,0,0,0,0,0,
7784,ISRG,1/16/2025,584.0800171,585.5,573,582.5999756,2119400,0,0,0,0,0,0,-100,0,0,0,0,0,0,0,0,
8396,KGC,1/16/2025,10.22999954,10.75,10.21000004,10.72000027,24888600,0,0,0,0,0,0,0,0,-100,0,0,0,0,0,0,
8345,KMB,1/16/2025,126.6500015,126.8300018,125.0199966,125.3399963,2090400,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,
3687,KO,1/16/2025,62.25,62.29999924,61.31999969,61.41999817,12585500,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,
10215,KYOCY,1/16/2025,10.25,10.31999969,10.25,10.26000023,48400,0,0,100,0,0,0,0,0,0,0,0,0,100,0,0,
8787,LNVGY,1/16/2025,23.79000092,23.85000038,23.70000076,23.79000092,127400,0,0,0,0,0,0,-100,-100,0,0,0,0,100,100,0,
9841,MCO,1/16/2025,479,479.6700134,466.8399963,474.2799988,557100,0,0,0,0,0,0,-100,0,0,0,0,0,0,0,0,
10045,NABZY,1/16/2025,11.98999977,12.35999966,11.57999992,12.30000019,226700,0,0,0,0,0,0,-100,0,0,0,0,0,0,0,0,
10011,NKE,1/16/2025,71.11000061,71.23000336,70.31999969,70.90000153,13694600,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,
13411,NPSNY,1/16/2025,38.91999817,39.02000046,38.56000137,38.81000137,36000,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,
10606,NTNX,1/16/2025,66.55000305,67.23000336,65.94999695,65.94999695,1949900,0,0,0,0,0,0,0,-100,0,0,0,0,0,0,0,
14550,NWSA,1/16/2025,27.5,27.79999924,27.45999908,27.52000046,1595000,0,0,100,0,0,0,0,0,0,0,0,0,100,-100,0,
2293,OWL,1/16/2025,23.39999962,23.78000069,23.11000061,23.14999962,12672500,0,0,0,0,0,0,0,-100,0,0,0,0,0,0,0,
11133,PCTY,1/16/2025,199.3000031,203.2799988,197.2799988,197.6600037,567900,0,0,0,0,0,0,0,-100,0,0,0,0,0,0,0,
11286,PFE,1/16/2025,26.48999977,26.56999969,25.95999908,26.06999969,29981100,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,
11762,PSTG,1/16/2025,65.41999817,67.22699738,65.27999878,65.27999878,2607600,0,0,0,0,0,0,0,-100,0,0,0,0,100,0,0,
4349,REPYY,1/16/2025,12.03999996,12.05000019,11.93000031,12.02000046,169200,0,100,0,0,0,0,0,0,0,0,0,0,100,0,0,
12408,RYCEY,1/16/2025,7.070000172,7.079999924,6.980000019,7.03000021,4620500,0,0,0,0,0,0,-100,0,0,0,0,0,0,0,0,
13105,SDXAY,1/16/2025,14.39999962,14.5,14.30000019,14.31000042,95200,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,
7937,SJM,1/16/2025,102.5400009,102.6600037,99.80999756,100,820500,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,
13462,SNAP,1/16/2025,11.22000027,11.64999962,11.17000008,11.38000011,37764000,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,
,SSUMY,1/16/2025,20.62000084,20.65999985,20.54999924,20.62000084,84200,0,100,100,0,0,0,0,0,0,0,0,0,100,100,0,
14329,STLD,1/16/2025,125,125.6900024,124.3199997,124.5100021,875200,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,
13649,SU,1/16/2025,39.06999969,40.00999832,38.88000107,39.88000107,6958600,0,0,0,0,0,0,0,0,-100,0,0,0,0,0,0,
14499,SWK,1/16/2025,83.97000122,84.12000275,82.23999786,83.19000244,853100,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,
14091,TLGPY,1/16/2025,12.56999969,12.89999962,12.44999981,12.77999973,66700,0,0,0,0,0,0,0,0,0,0,0,-100,0,0,0,
4179,TM,1/16/2025,181.4799957,182.3500061,181.25,181.5200043,422400,0,0,100,0,0,0,0,0,0,0,0,0,100,-100,0,
13768,TMUS,1/16/2025,215.75,216.7400055,213.3899994,213.3899994,2411200,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,
5165,TOL,1/16/2025,134.3099976,134.3500061,131.8099976,133.4799957,1152700,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,
13972,TTNDY,1/16/2025,65.83999634,66.12999725,65.73000336,65.73000336,182700,0,0,0,0,0,0,0,-100,0,0,0,0,0,0,0,
4315,TXRH,1/16/2025,178.3200073,180.7599945,178.0299988,179.1399994,648000,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,
14822,UBER,1/16/2025,68.58000183,69.58000183,67.63999939,67.75,29013100,0,0,0,0,0,0,0,-100,0,0,0,0,0,0,0,
1459,ADSK,1/15/2025,290.9400024,296.1900024,290.7399902,293.4700012,1554000,0,0,0,0,0,0,0,-100,0,0,0,0,0,0,0,
252,AEM,1/15/2025,84.33999634,85.13999939,82.98999786,85,1204700,0,0,0,0,0,0,-100,0,0,0,0,0,0,0,0,
1357,AIZ,1/15/2025,209.0200043,209.25,206.9700012,208.0700073,264300,0,0,0,0,0,0,-100,0,0,0,0,0,0,0,0,
1289,AJG,1/15/2025,290.1900024,292,287.7600098,292,1869200,0,0,0,0,0,0,-100,0,0,0,0,0,0,0,0,
1374,ALAB,1/15/2025,131.7700043,135.8099976,131.2310028,132.6000061,3254400,0,0,0,0,0,0,0,-100,0,0,0,0,0,0,0,
456,ALGN,1/15/2025,215.7799988,218.9700012,214.4499969,214.5500031,469500,0,0,0,0,0,0,0,-100,0,0,0,0,0,0,0,
694,AMX,1/15/2025,14.03999996,14.10000038,13.90999985,14.06999969,1909700,0,0,0,0,0,0,-100,0,0,0,0,0,100,-100,0,
592,AMZN,1/15/2025,223.3500061,223.5700073,220.75,222.8300018,31291300,0,0,0,0,0,0,-100,0,0,0,0,0,0,0,0,
1204,ARCC,1/15/2025,22.65999985,22.68000031,22.37999916,22.57999992,4083500,0,0,0,0,0,0,-100,0,0,0,0,0,0,0,0,
1612,BAESY,1/15/2025,58.74000168,58.74000168,57.95999908,58.43000031,143000,0,0,0,0,0,0,-100,0,0,0,0,0,0,0,0,
1629,BIDU,1/15/2025,81.5,81.61000061,79.94000244,81.18000031,2745000,0,0,0,0,0,0,-100,0,0,0,0,0,0,0,0,
2224,BIRK,1/15/2025,58.13000107,58.25,57.20000076,57.84999847,845200,0,0,0,0,0,0,-100,0,0,0,0,0,0,0,0,
2513,BN,1/15/2025,56.90000153,57.58000183,56.79000092,57.22000122,2724400,0,0,0,0,0,0,0,-100,0,0,0,0,0,0,0,
2853,CAH,1/15/2025,124.7099991,124.7799988,122.4899979,124.3899994,2144100,0,0,0,0,0,0,-100,0,0,0,0,0,0,0,0,
2649,CDNS,1/15/2025,300.7200012,304,300.3500061,301.8800049,1819900,0,0,0,0,0,0,0,-100,0,0,0,0,0,0,0,
3414,CHD,1/15/2025,103.4400024,105.5699997,102.2799988,105.5699997,1548600,0,0,0,0,0,0,0,0,0,0,0,-100,0,0,0,
3363,CMG,1/15/2025,57.36999893,57.63000107,56.84999847,57.52999878,10492500,0,0,0,0,0,0,-100,0,0,0,0,0,0,0,0,
12747,CSDX,1/15/2025,0.704999983,1.179999948,0.702000022,0.702000022,1461,0,0,100,0,0,0,0,0,0,0,0,0,100,0,0,
3482,CTAS,1/15/2025,195.6999969,196.0500031,194,194.8600006,1466800,0,0,0,0,0,0,-100,0,0,0,0,0,0,0,0,
3720,CTSH,1/15/2025,77.77999878,78.13999939,76.93000031,78.01000214,2119400,0,0,0,0,0,0,-100,0,0,0,0,0,0,0,0,
3907,CTTAY,1/15/2025,6.809999943,6.880000114,6.800000191,6.840000153,53100,0,0,0,0,0,0,0,-100,0,0,0,0,0,0,0,
4247,CVS,1/15/2025,52.13999939,52.27999878,51.41999817,51.81000137,10969700,0,0,0,0,0,0,-100,0,0,0,0,0,0,0,0,
12883,DANOY,1/15/2025,13.19999981,13.27000046,13.13000011,13.23999977,533900,0,100,0,0,0,0,-100,0,0,0,0,0,100,0,0,
4400,DDOG,1/15/2025,140.9499969,144.4799957,140.7299957,142.0599976,3441200,0,0,0,0,0,0,0,-100,0,0,0,0,0,0,0,
4842,DKNG,1/15/2025,38.72000122,41.75500107,38.61000061,41,15576000,0,0,0,0,0,0,0,0,-100,0,0,0,0,0,0,
4638,DKS,1/15/2025,226.5099945,228.3200073,224.7700043,225.4499969,1488800,0,0,0,0,0,0,0,-100,0,0,0,0,0,0,0,
643,DOX,1/15/2025,84.26000214,84.61000061,83.80000305,84.61000061,335800,0,0,0,0,0,0,-100,0,0,0,0,0,0,0,0,
7324,DSEEY,1/15/2025,6.349999905,6.639999866,6.260000229,6.260000229,27700,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,
4298,DTRUY,1/15/2025,19.94000053,20.04000092,19.80999947,20.04000092,20400,0,0,0,0,0,0,-100,0,0,0,0,0,0,0,0,
4876,DUK,1/15/2025,106.4499969,108.0999985,106.3499985,108.0999985,3791800,0,0,0,0,0,0,0,0,0,0,0,-100,0,0,0,
4417,DVA,1/15/2025,162.3600006,163.3000031,160.8399963,163.3000031,478600,0,0,0,0,0,0,-100,0,0,0,0,0,0,0,0,
5301,E,1/15/2025,28.86000061,28.87999916,28.62000084,28.82999992,444200,0,0,0,0,0,0,-100,0,0,0,0,0,100,0,0,
3142,EBR,1/15/2025,5.869999886,5.869999886,5.710000038,5.840000153,1268100,0,0,0,0,0,0,-100,0,0,0,0,0,0,0,0,
5046,EC,1/15/2025,8.600000381,8.649999619,8.449999809,8.649999619,2479000,0,0,0,0,0,0,-100,0,0,0,0,0,0,0,0,
13172,ELV,1/15/2025,389.2900085,393,380.3699951,392.3800049,1857100,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,
5250,ENB,1/15/2025,44.33000183,44.74000168,44.29000092,44.40000153,2861200,0,0,0,0,0,0,0,-100,0,0,0,0,0,0,0,
6185,FCX,1/15/2025,40.02999878,40.45000076,39.52000046,40.45000076,10618000,0,0,0,0,0,0,-100,0,0,0,0,0,0,0,0,
